Using GATK jar /home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar HaplotypeCaller -R reference/chr21.fa -I results/ERR16657781_chr21_RG.bam -O results/ERR16657781_raw_variants.vcf.gz
11:19:23.544 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
11:19:23.989 INFO  HaplotypeCaller - ------------------------------------------------------------
11:19:23.996 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.6.2.0
11:19:23.996 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
11:19:23.996 INFO  HaplotypeCaller - Executing as maram@maram on Linux v6.18.33.1-microsoft-standard-WSL2 amd64
11:19:23.997 INFO  HaplotypeCaller - Java runtime: OpenJDK 64-Bit Server VM v17.0.18-internal+0-adhoc.conda.src
11:19:23.997 INFO  HaplotypeCaller - Start Date/Time: June 21, 2026 at 11:19:23 AM CET
11:19:23.997 INFO  HaplotypeCaller - ------------------------------------------------------------
11:19:23.998 INFO  HaplotypeCaller - ------------------------------------------------------------
11:19:23.999 INFO  HaplotypeCaller - HTSJDK Version: 4.2.0
11:19:24.000 INFO  HaplotypeCaller - Picard Version: 3.4.0
11:19:24.000 INFO  HaplotypeCaller - Built for Spark Version: 3.5.0
11:19:24.004 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
11:19:24.004 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
11:19:24.005 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
11:19:24.005 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
11:19:24.005 INFO  HaplotypeCaller - Deflater: IntelDeflater
11:19:24.006 INFO  HaplotypeCaller - Inflater: IntelInflater
11:19:24.006 INFO  HaplotypeCaller - GCS max retries/reopens: 20
11:19:24.006 INFO  HaplotypeCaller - Requester pays: disabled
11:19:24.007 INFO  HaplotypeCaller - Initializing engine
11:19:24.348 INFO  HaplotypeCaller - Done initializing engine
11:19:24.363 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
11:19:24.381 INFO  NativeLibraryLoader - Loading libgkl_smithwaterman.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_smithwaterman.so
11:19:24.384 INFO  SmithWatermanAligner - Using AVX accelerated SmithWaterman implementation
11:19:24.389 INFO  HaplotypeCallerEngine - Disabling physical phasing, which is supported only for reference-model confidence output
11:19:24.410 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
11:19:24.440 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
11:19:24.440 INFO  IntelPairHmm - Available threads: 4
11:19:24.441 INFO  IntelPairHmm - Requested threads: 4
11:19:24.441 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
11:19:24.491 INFO  ProgressMeter - Starting traversal
11:19:24.493 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
12:07:37.406 INFO  ProgressMeter -       chr21:14090484             48.2                 61200           1269.3
12:07:48.898 INFO  ProgressMeter -       chr21:14111528             48.4                 61320           1266.8
12:07:58.913 INFO  ProgressMeter -       chr21:14135209             48.6                 61460           1265.3
12:08:09.776 INFO  ProgressMeter -       chr21:14137301             48.8                 61470           1260.8
12:08:22.719 INFO  ProgressMeter -       chr21:14170452             49.0                 61680           1259.5
12:08:36.328 INFO  ProgressMeter -       chr21:14172233             49.2                 61690           1253.9
12:08:46.705 INFO  ProgressMeter -       chr21:14184563             49.4                 61760           1251.0
12:09:20.683 INFO  ProgressMeter -       chr21:14200402             49.9                 61850           1238.6
12:09:30.837 INFO  ProgressMeter -       chr21:14231705             50.1                 62020           1237.8
12:09:40.910 INFO  ProgressMeter -       chr21:14285902             50.3                 62340           1240.0
12:10:03.081 INFO  ProgressMeter -       chr21:14328177             50.6                 62600           1236.1
12:10:23.083 INFO  ProgressMeter -       chr21:14330224             51.0                 62610           1228.2
12:10:35.003 INFO  ProgressMeter -       chr21:14409625             51.2                 63070           1232.4
12:10:58.210 INFO  ProgressMeter -       chr21:14422860             51.6                 63140           1224.5
12:11:14.940 INFO  ProgressMeter -       chr21:14424682             51.8                 63150           1218.2
12:11:25.972 INFO  ProgressMeter -       chr21:14498355             52.0                 63560           1221.7
12:11:36.403 INFO  ProgressMeter -       chr21:14565927             52.2                 63940           1224.9
12:11:47.122 INFO  ProgressMeter -       chr21:14621754             52.4                 64250           1226.7
12:12:01.997 INFO  ProgressMeter -       chr21:14636202             52.6                 64330           1222.4
12:12:43.167 INFO  ProgressMeter -       chr21:14647266             53.3                 64390           1207.8
12:12:54.431 INFO  ProgressMeter -       chr21:14648778             53.5                 64400           1203.8
12:13:04.511 INFO  ProgressMeter -       chr21:14744888             53.7                 64960           1210.4
12:13:56.142 INFO  ProgressMeter -       chr21:14780650             54.5                 65170           1195.2
12:14:11.065 INFO  ProgressMeter -       chr21:14803496             54.8                 65300           1192.1
12:14:24.843 INFO  ProgressMeter -       chr21:14811084             55.0                 65350           1188.1
12:14:37.338 INFO  ProgressMeter -       chr21:14861825             55.2                 65630           1188.6
12:14:47.441 INFO  ProgressMeter -       chr21:14909364             55.4                 65890           1189.7
12:15:05.902 INFO  ProgressMeter -       chr21:14927968             55.7                 65990           1184.9
12:15:25.260 INFO  ProgressMeter -       chr21:14929762             56.0                 66000           1178.3
12:15:46.611 INFO  ProgressMeter -       chr21:14931241             56.4                 66010           1171.0
12:16:54.388 INFO  ProgressMeter -       chr21:14937891             57.5                 66050           1148.7
12:17:05.440 INFO  ProgressMeter -       chr21:14985202             57.7                 66320           1149.7
12:17:15.613 INFO  ProgressMeter -       chr21:15129160             57.9                 67070           1159.3
12:17:27.169 INFO  ProgressMeter -       chr21:15181570             58.0                 67370           1160.7
12:17:37.598 INFO  ProgressMeter -       chr21:15220902             58.2                 67590           1161.0
12:17:48.723 INFO  ProgressMeter -       chr21:15321639             58.4                 68150           1166.9
12:18:02.728 INFO  ProgressMeter -       chr21:15333279             58.6                 68210           1163.3
12:18:13.113 INFO  ProgressMeter -       chr21:15337909             58.8                 68240           1160.3
12:18:23.855 INFO  ProgressMeter -       chr21:15377694             59.0                 68440           1160.2
12:18:33.970 INFO  ProgressMeter -       chr21:15428230             59.2                 68730           1161.8
12:18:46.642 INFO  ProgressMeter -       chr21:15455073             59.4                 68870           1160.0
12:19:07.471 INFO  ProgressMeter -       chr21:15547163             59.7                 69360           1161.5
12:19:26.033 INFO  ProgressMeter -       chr21:15555905             60.0                 69420           1156.5
12:19:36.759 INFO  ProgressMeter -       chr21:15571763             60.2                 69510           1154.6
12:19:48.255 INFO  ProgressMeter -       chr21:15580508             60.4                 69560           1151.7
12:20:11.107 INFO  ProgressMeter -       chr21:15593970             60.8                 69630           1145.7
12:20:30.861 INFO  ProgressMeter -       chr21:15595946             61.1                 69640           1139.7
12:20:44.302 INFO  ProgressMeter -       chr21:15597665             61.3                 69650           1135.7
12:20:55.579 INFO  ProgressMeter -       chr21:15613429             61.5                 69740           1133.7
12:21:07.508 INFO  ProgressMeter -       chr21:15637224             61.7                 69870           1132.1
12:21:18.754 INFO  ProgressMeter -       chr21:15699274             61.9                 70210           1134.2
12:21:28.936 INFO  ProgressMeter -       chr21:15723573             62.1                 70340           1133.2
12:21:48.860 INFO  ProgressMeter -       chr21:15814659             62.4                 70810           1134.7
12:22:03.582 INFO  ProgressMeter -       chr21:15899175             62.7                 71240           1137.1
12:22:14.816 INFO  ProgressMeter -       chr21:15914961             62.8                 71330           1135.1
12:22:51.412 INFO  ProgressMeter -       chr21:15920153             63.4                 71360           1124.7
12:23:01.862 INFO  ProgressMeter -       chr21:15945476             63.6                 71500           1123.8
12:23:13.395 INFO  ProgressMeter -       chr21:15951197             63.8                 71530           1120.9
12:23:28.470 INFO  ProgressMeter -       chr21:15982085             64.1                 71710           1119.3
12:23:40.027 INFO  ProgressMeter -       chr21:16050566             64.3                 72110           1122.2
12:23:50.421 INFO  ProgressMeter -       chr21:16105288             64.4                 72400           1123.7
12:24:00.782 INFO  ProgressMeter -       chr21:16140352             64.6                 72590           1123.6
12:24:11.311 INFO  ProgressMeter -       chr21:16150849             64.8                 72650           1121.5
12:24:23.970 INFO  ProgressMeter -       chr21:16173373             65.0                 72790           1120.0
12:24:35.238 INFO  ProgressMeter -       chr21:16229414             65.2                 73120           1121.8
12:24:47.621 INFO  ProgressMeter -       chr21:16389327             65.4                 74030           1132.2
12:25:03.398 INFO  ProgressMeter -       chr21:16396215             65.6                 74070           1128.3
12:25:18.175 INFO  ProgressMeter -       chr21:16404511             65.9                 74120           1124.8
12:25:38.427 INFO  ProgressMeter -       chr21:16464897             66.2                 74470           1124.4
12:25:48.489 INFO  ProgressMeter -       chr21:16484352             66.4                 74570           1123.0
12:26:01.534 INFO  ProgressMeter -       chr21:16527536             66.6                 74800           1122.8
12:26:12.138 INFO  ProgressMeter -       chr21:16622624             66.8                 75290           1127.2
12:26:22.750 INFO  ProgressMeter -       chr21:16696914             67.0                 75750           1131.1
12:26:34.282 INFO  ProgressMeter -       chr21:16732426             67.2                 75960           1131.0
12:26:46.678 INFO  ProgressMeter -       chr21:16759912             67.4                 76110           1129.7
12:26:58.436 INFO  ProgressMeter -       chr21:16785765             67.6                 76240           1128.4
12:27:08.581 INFO  ProgressMeter -       chr21:16883544             67.7                 76770           1133.4
12:27:22.578 INFO  ProgressMeter -       chr21:16896245             68.0                 76850           1130.7
12:27:32.945 INFO  ProgressMeter -       chr21:16916056             68.1                 76960           1129.4
12:27:43.201 INFO  ProgressMeter -       chr21:16919921             68.3                 76980           1126.9
12:28:04.073 INFO  ProgressMeter -       chr21:16949519             68.7                 77150           1123.7
12:28:19.023 INFO  ProgressMeter -       chr21:16988498             68.9                 77380           1122.9
12:28:32.551 INFO  ProgressMeter -       chr21:17016679             69.1                 77560           1121.9
12:29:14.149 INFO  ProgressMeter -       chr21:17035163             69.8                 77680           1112.5
12:29:31.871 INFO  ProgressMeter -       chr21:17037224             70.1                 77690           1107.9
12:29:44.657 INFO  ProgressMeter -       chr21:17062308             70.3                 77830           1106.5
12:29:57.129 INFO  ProgressMeter -       chr21:17095981             70.5                 78000           1105.7
12:30:07.385 INFO  ProgressMeter -       chr21:17110522             70.7                 78080           1104.2
12:30:24.419 INFO  ProgressMeter -       chr21:17122650             71.0                 78150           1100.7
12:30:44.289 INFO  ProgressMeter -       chr21:17126523             71.3                 78170           1095.9
12:30:54.385 INFO  ProgressMeter -       chr21:17136434             71.5                 78230           1094.2
12:31:08.004 INFO  ProgressMeter -       chr21:17165644             71.7                 78400           1093.1
12:31:18.678 INFO  ProgressMeter -       chr21:17185414             71.9                 78510           1091.9
12:31:36.542 INFO  ProgressMeter -       chr21:17218431             72.2                 78700           1090.0
12:31:50.371 INFO  ProgressMeter -       chr21:17222137             72.4                 78720           1086.8
12:32:00.834 INFO  ProgressMeter -       chr21:17243805             72.6                 78830           1085.7
12:32:12.088 INFO  ProgressMeter -       chr21:17271871             72.8                 78990           1085.1
12:32:26.103 INFO  ProgressMeter -       chr21:17285505             73.0                 79070           1082.8
12:32:41.927 INFO  ProgressMeter -       chr21:17292708             73.3                 79120           1079.5
12:33:01.889 INFO  ProgressMeter -       chr21:17297688             73.6                 79150           1075.1
12:33:53.492 INFO  ProgressMeter -       chr21:17299725             74.5                 79160           1062.8
12:34:29.534 INFO  ProgressMeter -       chr21:17302136             75.1                 79170           1054.4
12:34:45.963 INFO  ProgressMeter -       chr21:17305550             75.4                 79190           1050.9
12:34:56.492 INFO  ProgressMeter -       chr21:17312263             75.5                 79230           1048.9
12:35:07.419 INFO  ProgressMeter -       chr21:17317417             75.7                 79260           1046.8
12:35:21.612 INFO  ProgressMeter -       chr21:17323849             76.0                 79300           1044.1
12:35:38.552 INFO  ProgressMeter -       chr21:17325692             76.2                 79310           1040.3
12:35:50.530 INFO  ProgressMeter -       chr21:17332872             76.4                 79350           1038.2
12:36:00.563 INFO  ProgressMeter -       chr21:17347245             76.6                 79440           1037.1
12:36:16.181 INFO  ProgressMeter -       chr21:17356743             76.9                 79490           1034.2
12:36:28.072 INFO  ProgressMeter -       chr21:17377308             77.1                 79610           1033.1
12:36:44.136 INFO  ProgressMeter -       chr21:17380678             77.3                 79630           1029.8
12:36:54.582 INFO  ProgressMeter -       chr21:17393833             77.5                 79710           1028.5
12:37:05.294 INFO  ProgressMeter -       chr21:17459557             77.7                 80110           1031.3
12:37:16.979 INFO  ProgressMeter -       chr21:17564334             77.9                 80720           1036.5
12:37:27.521 INFO  ProgressMeter -       chr21:17587246             78.1                 80870           1036.1
12:37:37.679 INFO  ProgressMeter -       chr21:17610976             78.2                 81000           1035.5
12:37:49.021 INFO  ProgressMeter -       chr21:17641432             78.4                 81170           1035.2
12:38:02.151 INFO  ProgressMeter -       chr21:17677265             78.6                 81370           1034.9
12:38:12.500 INFO  ProgressMeter -       chr21:17685120             78.8                 81410           1033.1
12:38:29.081 INFO  ProgressMeter -       chr21:17688988             79.1                 81430           1029.8
12:38:40.270 INFO  ProgressMeter -       chr21:17701699             79.3                 81510           1028.3
12:38:50.512 INFO  ProgressMeter -       chr21:17713363             79.4                 81580           1027.0
12:39:00.944 INFO  ProgressMeter -       chr21:17746135             79.6                 81770           1027.2
12:39:13.317 INFO  ProgressMeter -       chr21:17750209             79.8                 81790           1024.8
12:40:05.301 INFO  ProgressMeter -       chr21:17751989             80.7                 81800           1013.9
12:40:19.663 INFO  ProgressMeter -       chr21:17771271             80.9                 81910           1012.2
12:40:45.522 INFO  ProgressMeter -       chr21:17773287             81.4                 81920           1007.0
12:41:52.017 INFO  ProgressMeter -       chr21:17774836             82.5                 81930            993.6
12:42:05.139 INFO  ProgressMeter -       chr21:17807838             82.7                 82120            993.3
12:42:15.436 INFO  ProgressMeter -       chr21:17851681             82.8                 82360            994.1
12:42:27.207 INFO  ProgressMeter -       chr21:17869540             83.0                 82460            993.0
12:42:55.318 INFO  ProgressMeter -       chr21:17899625             83.5                 82630            989.4
12:43:07.368 INFO  ProgressMeter -       chr21:17910053             83.7                 82690            987.8
12:43:18.169 INFO  ProgressMeter -       chr21:17932410             83.9                 82810            987.1
12:43:29.806 INFO  ProgressMeter -       chr21:17972594             84.1                 83030            987.4
12:43:39.836 INFO  ProgressMeter -       chr21:18001522             84.3                 83200            987.5
12:43:50.177 INFO  ProgressMeter -       chr21:18055161             84.4                 83490            988.9
12:44:09.168 INFO  ProgressMeter -       chr21:18094544             84.7                 83720            987.9
12:44:20.024 INFO  ProgressMeter -       chr21:18097771             84.9                 83740            986.0
12:44:45.035 INFO  ProgressMeter -       chr21:18113638             85.3                 83820            982.2
12:44:55.074 INFO  ProgressMeter -       chr21:18162653             85.5                 84120            983.7
12:45:05.615 INFO  ProgressMeter -       chr21:18209990             85.7                 84400            985.0
12:45:17.494 INFO  ProgressMeter -       chr21:18310640             85.9                 84950            989.1
12:45:29.238 INFO  ProgressMeter -       chr21:18429502             86.1                 85640            994.9
12:45:39.258 INFO  ProgressMeter -       chr21:18436675             86.2                 85680            993.4
12:45:56.021 INFO  ProgressMeter -       chr21:18465381             86.5                 85840            992.1
12:46:12.108 INFO  ProgressMeter -       chr21:18467320             86.8                 85850            989.1
12:46:23.076 INFO  ProgressMeter -       chr21:18532041             87.0                 86210            991.2
12:46:46.733 INFO  ProgressMeter -       chr21:18564649             87.4                 86390            988.8
12:46:59.463 INFO  ProgressMeter -       chr21:18568047             87.6                 86410            986.6
12:47:09.465 INFO  ProgressMeter -       chr21:18630663             87.7                 86770            988.8
12:47:21.276 INFO  ProgressMeter -       chr21:18670843             87.9                 87000            989.2
12:47:31.278 INFO  ProgressMeter -       chr21:18743519             88.1                 87450            992.5
12:47:42.332 INFO  ProgressMeter -       chr21:18755790             88.3                 87520            991.2
12:47:58.128 INFO  ProgressMeter -       chr21:18788592             88.6                 87720            990.5
12:48:08.507 INFO  ProgressMeter -       chr21:18809406             88.7                 87840            989.9
12:48:23.431 INFO  ProgressMeter -       chr21:18858791             89.0                 88140            990.5
12:48:53.793 INFO  ProgressMeter -       chr21:18872842             89.5                 88230            985.9
12:49:12.420 INFO  ProgressMeter -       chr21:18874350             89.8                 88240            982.6
12:49:26.209 INFO  ProgressMeter -       chr21:18875855             90.0                 88250            980.2
12:49:38.605 INFO  ProgressMeter -       chr21:18884919             90.2                 88300            978.6
12:49:48.871 INFO  ProgressMeter -       chr21:18952048             90.4                 88700            981.1
12:49:58.915 INFO  ProgressMeter -       chr21:18986049             90.6                 88890            981.4
12:50:08.949 INFO  ProgressMeter -       chr21:19029495             90.7                 89160            982.6
12:50:20.096 INFO  ProgressMeter -       chr21:19073502             90.9                 89420            983.4
12:50:30.469 INFO  ProgressMeter -       chr21:19098273             91.1                 89570            983.2
12:50:40.881 INFO  ProgressMeter -       chr21:19140668             91.3                 89830            984.2
12:51:04.305 INFO  ProgressMeter -       chr21:19152209             91.7                 89900            980.8
12:51:15.045 INFO  ProgressMeter -       chr21:19208643             91.8                 90250            982.7
12:51:28.005 INFO  ProgressMeter -       chr21:19375783             92.1                 91230            991.0
12:51:38.132 INFO  ProgressMeter -       chr21:19429396             92.2                 91540            992.5
12:51:49.867 INFO  ProgressMeter -       chr21:19495466             92.4                 91920            994.6
12:52:00.011 INFO  ProgressMeter -       chr21:19546432             92.6                 92220            996.0
12:52:10.442 INFO  ProgressMeter -       chr21:19602067             92.8                 92530            997.5
12:52:21.080 INFO  ProgressMeter -       chr21:19674557             92.9                 92950           1000.1
12:52:31.385 INFO  ProgressMeter -       chr21:19734248             93.1                 93300           1002.0
12:52:46.922 INFO  ProgressMeter -       chr21:19784311             93.4                 93590           1002.3
12:52:56.933 INFO  ProgressMeter -       chr21:19827187             93.5                 93840           1003.2
12:53:07.347 INFO  ProgressMeter -       chr21:19914466             93.7                 94360           1006.9
12:53:32.634 INFO  ProgressMeter -       chr21:19960234             94.1                 94620           1005.1
12:53:42.660 INFO  ProgressMeter -       chr21:19994604             94.3                 94830           1005.6
12:53:59.876 INFO  ProgressMeter -       chr21:20037355             94.6                 95080           1005.2
12:54:10.092 INFO  ProgressMeter -       chr21:20063643             94.8                 95250           1005.2
12:54:20.836 INFO  ProgressMeter -       chr21:20077141             94.9                 95320           1004.0
12:54:30.932 INFO  ProgressMeter -       chr21:20098652             95.1                 95440           1003.5
12:54:40.955 INFO  ProgressMeter -       chr21:20122107             95.3                 95580           1003.2
12:54:51.008 INFO  ProgressMeter -       chr21:20180933             95.4                 95930           1005.1
12:55:01.941 INFO  ProgressMeter -       chr21:20205953             95.6                 96090           1004.9
12:55:13.910 INFO  ProgressMeter -       chr21:20274139             95.8                 96500           1007.1
12:55:26.773 INFO  ProgressMeter -       chr21:20389406             96.0                 97180           1011.9
12:55:43.102 INFO  ProgressMeter -       chr21:20426258             96.3                 97400           1011.3
12:55:55.024 INFO  ProgressMeter -       chr21:20462025             96.5                 97630           1011.6
12:56:05.139 INFO  ProgressMeter -       chr21:20547506             96.7                 98170           1015.4
12:56:17.242 INFO  ProgressMeter -       chr21:20608292             96.9                 98530           1017.0
12:56:28.181 INFO  ProgressMeter -       chr21:20624168             97.1                 98620           1016.1
12:56:38.340 INFO  ProgressMeter -       chr21:20771938             97.2                 99450           1022.8
12:56:48.422 INFO  ProgressMeter -       chr21:20784182             97.4                 99520           1021.8
12:56:58.892 INFO  ProgressMeter -       chr21:20838806             97.6                 99840           1023.2
12:57:09.082 INFO  ProgressMeter -       chr21:20917886             97.7                100280           1026.0
12:57:32.509 INFO  ProgressMeter -       chr21:20925709             98.1                100320           1022.3
12:57:42.510 INFO  ProgressMeter -       chr21:21028481             98.3                100880           1026.2
12:57:52.729 INFO  ProgressMeter -       chr21:21194654             98.5                101870           1034.5
12:58:03.230 INFO  ProgressMeter -       chr21:21276548             98.6                102340           1037.5
12:58:14.262 INFO  ProgressMeter -       chr21:21349770             98.8                102780           1040.0
12:58:26.018 INFO  ProgressMeter -       chr21:21402979             99.0                103080           1040.9
12:58:36.414 INFO  ProgressMeter -       chr21:21508007             99.2                103700           1045.4
12:58:46.760 INFO  ProgressMeter -       chr21:21638663             99.4                104480           1051.4
12:59:11.233 INFO  ProgressMeter -       chr21:21707979             99.8                104880           1051.1
12:59:33.680 INFO  ProgressMeter -       chr21:21782221            100.2                105340           1051.8
12:59:44.307 INFO  ProgressMeter -       chr21:21872840            100.3                105880           1055.3
12:59:54.329 INFO  ProgressMeter -       chr21:21977852            100.5                106480           1059.5
13:00:05.846 INFO  ProgressMeter -       chr21:22013054            100.7                106690           1059.6
13:00:15.952 INFO  ProgressMeter -       chr21:22059702            100.9                106960           1060.5
13:00:31.361 INFO  ProgressMeter -       chr21:22090626            101.1                107120           1059.4
13:00:41.806 INFO  ProgressMeter -       chr21:22105062            101.3                107200           1058.4
13:00:56.887 INFO  ProgressMeter -       chr21:22179383            101.5                107650           1060.2
13:01:07.520 INFO  ProgressMeter -       chr21:22272761            101.7                108170           1063.4
13:01:17.521 INFO  ProgressMeter -       chr21:22362812            101.9                108720           1067.1
13:01:36.799 INFO  ProgressMeter -       chr21:22399608            102.2                108930           1065.8
13:01:51.678 INFO  ProgressMeter -       chr21:22401783            102.5                108940           1063.3
13:02:06.351 INFO  ProgressMeter -       chr21:22403430            102.7                108950           1060.9
13:02:16.387 INFO  ProgressMeter -       chr21:22487375            102.9                109470           1064.2
13:02:32.805 INFO  ProgressMeter -       chr21:22494819            103.1                109510           1061.8
13:02:43.516 INFO  ProgressMeter -       chr21:22528975            103.3                109710           1061.9
13:03:12.644 INFO  ProgressMeter -       chr21:22607497            103.8                110210           1061.7
13:03:30.950 INFO  ProgressMeter -       chr21:22611490            104.1                110230           1058.8
13:03:56.792 INFO  ProgressMeter -       chr21:22693757            104.5                110700           1058.9
13:04:06.802 INFO  ProgressMeter -       chr21:22809949            104.7                111360           1063.6
13:04:16.902 INFO  ProgressMeter -       chr21:22844150            104.9                111580           1063.9
13:04:30.355 INFO  ProgressMeter -       chr21:22870653            105.1                111730           1063.1
13:04:50.046 INFO  ProgressMeter -       chr21:22921090            105.4                112020           1062.5
13:05:03.851 INFO  ProgressMeter -       chr21:22924207            105.7                112040           1060.4
13:05:14.135 INFO  ProgressMeter -       chr21:22982805            105.8                112370           1061.8
13:05:24.357 INFO  ProgressMeter -       chr21:23023257            106.0                112610           1062.4
13:05:34.416 INFO  ProgressMeter -       chr21:23132587            106.2                113240           1066.6
13:05:48.162 INFO  ProgressMeter -       chr21:23142511            106.4                113290           1064.8
13:05:58.259 INFO  ProgressMeter -       chr21:23188565            106.6                113560           1065.7
13:06:08.392 INFO  ProgressMeter -       chr21:23335429            106.7                114410           1071.9
13:06:19.807 INFO  ProgressMeter -       chr21:23391078            106.9                114750           1073.2
13:06:29.844 INFO  ProgressMeter -       chr21:23491175            107.1                115370           1077.3
13:06:39.869 INFO  ProgressMeter -       chr21:23620087            107.3                116130           1082.7
13:06:50.718 INFO  ProgressMeter -       chr21:23745103            107.4                116870           1087.8
13:07:02.991 INFO  ProgressMeter -       chr21:23808268            107.6                117240           1089.2
13:07:13.045 INFO  ProgressMeter -       chr21:23905035            107.8                117810           1092.8
13:07:24.761 INFO  ProgressMeter -       chr21:23995282            108.0                118310           1095.4
13:07:35.672 INFO  ProgressMeter -       chr21:24138434            108.2                119140           1101.2
13:07:47.239 INFO  ProgressMeter -       chr21:24192611            108.4                119440           1102.1
13:08:00.438 INFO  ProgressMeter -       chr21:24315927            108.6                120170           1106.5
13:08:10.566 INFO  ProgressMeter -       chr21:24412479            108.8                120760           1110.3
13:08:21.090 INFO  ProgressMeter -       chr21:24489627            108.9                121190           1112.4
13:08:32.400 INFO  ProgressMeter -       chr21:24555564            109.1                121570           1114.0
13:08:42.407 INFO  ProgressMeter -       chr21:24610581            109.3                121910           1115.4
13:08:53.957 INFO  ProgressMeter -       chr21:24678751            109.5                122310           1117.1
13:09:03.967 INFO  ProgressMeter -       chr21:24839920            109.7                123260           1124.0
13:09:13.967 INFO  ProgressMeter -       chr21:24907163            109.8                123640           1125.8
13:09:28.085 INFO  ProgressMeter -       chr21:24920007            110.1                123710           1124.0
13:09:38.342 INFO  ProgressMeter -       chr21:24996556            110.2                124170           1126.5
13:09:50.002 INFO  ProgressMeter -       chr21:25091468            110.4                124700           1129.3
13:10:01.433 INFO  ProgressMeter -       chr21:25149833            110.6                125030           1130.3
13:10:12.200 INFO  ProgressMeter -       chr21:25265942            110.8                125720           1134.7
13:10:23.234 INFO  ProgressMeter -       chr21:25270936            111.0                125750           1133.1
13:10:36.393 INFO  ProgressMeter -       chr21:25346350            111.2                126190           1134.8
13:10:46.662 INFO  ProgressMeter -       chr21:25354170            111.4                126230           1133.4
13:10:59.821 INFO  ProgressMeter -       chr21:25379517            111.6                126370           1132.5
13:11:14.469 INFO  ProgressMeter -       chr21:25408878            111.8                126540           1131.5
13:11:29.126 INFO  ProgressMeter -       chr21:25435734            112.1                126690           1130.4
13:11:39.741 INFO  ProgressMeter -       chr21:25437540            112.3                126700           1128.7
13:11:51.815 INFO  ProgressMeter -       chr21:25443014            112.5                126730           1126.9
13:12:09.438 INFO  ProgressMeter -       chr21:25446796            112.7                126750           1124.2
13:12:22.065 INFO  ProgressMeter -       chr21:25486177            113.0                126980           1124.1
13:12:32.238 INFO  ProgressMeter -       chr21:25515994            113.1                127130           1123.8
13:12:57.796 INFO  ProgressMeter -       chr21:25521420            113.6                127160           1119.8
13:13:08.735 INFO  ProgressMeter -       chr21:25526820            113.7                127190           1118.3
13:13:19.530 INFO  ProgressMeter -       chr21:25543865            113.9                127280           1117.3
13:13:29.549 INFO  ProgressMeter -       chr21:25624375            114.1                127760           1119.9
13:13:43.696 INFO  ProgressMeter -       chr21:25645929            114.3                127890           1118.7
13:13:53.897 INFO  ProgressMeter -       chr21:25678367            114.5                128070           1118.6
13:14:03.931 INFO  ProgressMeter -       chr21:25751315            114.7                128460           1120.4
13:14:16.495 INFO  ProgressMeter -       chr21:25821929            114.9                128880           1122.0
13:14:29.953 INFO  ProgressMeter -       chr21:25833681            115.1                128950           1120.4
13:14:41.368 INFO  ProgressMeter -       chr21:25868417            115.3                129150           1120.3
13:14:51.501 INFO  ProgressMeter -       chr21:25918483            115.5                129440           1121.2
13:15:04.296 INFO  ProgressMeter -       chr21:25920106            115.7                129450           1119.2
13:15:18.798 INFO  ProgressMeter -       chr21:25923527            115.9                129470           1117.0
13:15:28.806 INFO  ProgressMeter -       chr21:26038275            116.1                130110           1120.9
13:15:39.386 INFO  ProgressMeter -       chr21:26117237            116.2                130520           1122.8
13:15:49.658 INFO  ProgressMeter -       chr21:26209367            116.4                131050           1125.7
